資料日期,代號,名稱,投資比例(%),持有股數
2026-06-08,2383,台光電,3.14,330000
2026-06-08,6669,緯穎,3.11,296000
2026-06-08,6147,頎邦,2.86,5916000
2026-06-08,2059,川湖,2.25,183000
2026-06-08,6285,啟碁,2.2,4029000
2026-06-08,2303,聯電,2.17,9007000
2026-06-08,3017,奇鋐,2.08,407000
2026-06-08,3264,欣銓,1.89,4508000
2026-06-08,2472,立隆電,1.88,2790000
2026-06-08,6257,矽格,1.88,4687000
2026-06-08,3583,辛耘,1.8,1121000
2026-06-08,6488,環球晶,1.75,1146000
2026-06-08,2467,志聖,1.65,1461000
2026-06-08,2377,微星,1.5,5688000
2026-06-08,1785,光洋科,1.44,5527000
2026-06-08,3008,大立光,1.42,201000
2026-06-08,6274,台燿,1.35,440000
2026-06-08,7769,鴻勁,1.3,93000
2026-06-08,8016,矽創,1.26,2211000
2026-06-08,2327,國巨*,1.23,823000
2026-06-08,3702,大聯大,1.17,5420000
2026-06-08,3036,文曄,1.15,2311000
2026-06-08,2316,楠梓電,1.12,3374000
2026-06-08,3711,日月光投控,1.08,1008000
2026-06-08,2368,金像電,1.06,392000
2026-06-08,6531,愛普*,1.0,554000
2026-06-08,8996,高力,0.91,376000
2026-06-08,6278,台表科,0.87,2201000
2026-06-08,2376,技嘉,0.73,1064000
2026-06-08,6805,富世達,0.46,121000
2026-06-08,2351,順德,0.33,900000
2026-06-08,5274,信驊,0.31,9000
2026-06-08,2451,創見,0.3,519000
2026-06-08,2885,元大金,0.26,2114420
2026-06-08,3376,新日興,0.17,359000
2026-06-08,6177,達麗,0.02,194350
2026-06-08,3443,創意,0.01,1000
2026-06-08,2886,兆豐金,0.0,1000
2026-06-08,4441,振大環球,0.0,4000
2026-06-08,3706,神達,0.0,1400
2026-06-08,3665,貿聯-KY,0.0,136
2026-06-08,2881,富邦金,0.0,250
2026-06-08,1519,華城,0.0,600
2026-06-08,8046,南電,0.0,1000
2026-06-08,8358,金居,0.0,1000
2026-06-09,2330,台積電,8.67,1967000
2026-06-09,5536,聖暉*,7.93,3754000
2026-06-09,2454,聯發科,7.42,867000
2026-06-09,6139,亞翔,4.21,2940000
2026-06-09,3105,穩懋,3.93,4143000
2026-06-09,2345,智邦,3.81,804000
2026-06-09,2360,致茂,3.76,823000
2026-06-09,6223,旺矽,3.46,307000
2026-06-09,3491,昇達科,3.35,967000
2026-06-09,4958,臻鼎-KY,3.28,3147000
2026-06-09,2383,台光電,3.2,330000
2026-06-09,6669,緯穎,3.0,296000
2026-06-09,6147,頎邦,2.84,5916000
2026-06-09,2059,川湖,2.38,183000
2026-06-09,6285,啟碁,2.21,4029000
2026-06-09,2303,聯電,2.2,9007000
2026-06-09,3017,奇鋐,1.98,407000
2026-06-09,3264,欣銓,1.87,4508000
2026-06-09,2472,立隆電,1.87,2620000
2026-06-09,6257,矽格,1.87,4687000
2026-06-09,3583,辛耘,1.86,1121000
2026-06-09,6488,環球晶,1.76,1146000
2026-06-09,2467,志聖,1.6,1461000
2026-06-09,2377,微星,1.52,5688000
2026-06-09,3008,大立光,1.49,201000
2026-06-09,1785,光洋科,1.41,5527000
2026-06-09,6274,台燿,1.36,440000
2026-06-09,2327,國巨*,1.35,853000
2026-06-09,8016,矽創,1.25,2211000
2026-06-09,7769,鴻勁,1.24,93000
2026-06-09,3702,大聯大,1.15,5420000
2026-06-09,2368,金像電,1.12,392000
2026-06-09,3711,日月光投控,1.1,1008000
2026-06-09,3036,文曄,1.1,2311000
2026-06-09,2316,楠梓電,1.09,3374000
2026-06-09,6531,愛普*,1.02,554000
2026-06-09,8996,高力,0.96,376000
2026-06-09,6278,台表科,0.84,2201000
2026-06-09,2376,技嘉,0.73,1064000
2026-06-09,6805,富世達,0.45,121000
2026-06-09,2351,順德,0.33,900000
2026-06-09,5274,信驊,0.31,9000
2026-06-09,2451,創見,0.3,519000
2026-06-09,2885,元大金,0.26,2114420
2026-06-09,3376,新日興,0.16,359000
2026-06-09,6177,達麗,0.02,194350
2026-06-09,3443,創意,0.01,1000
2026-06-09,2886,兆豐金,0.0,1000
2026-06-09,4441,振大環球,0.0,4000
2026-06-09,3706,神達,0.0,1400
2026-06-09,3665,貿聯-KY,0.0,136
2026-06-09,2881,富邦金,0.0,250
2026-06-09,1519,華城,0.0,600
2026-06-09,8046,南電,0.0,1000
2026-06-09,8358,金居,0.0,1000
2026-06-10,2330,台積電,8.95,1967000
2026-06-10,5536,聖暉*,8.26,3754000
2026-06-10,2454,聯發科,7.27,867000
2026-06-10,6139,亞翔,4.37,2940000
2026-06-10,3105,穩懋,4.0,4143000
2026-06-10,2345,智邦,3.84,804000
2026-06-10,2360,致茂,3.67,823000
2026-06-10,6223,旺矽,3.57,307000
2026-06-10,2383,台光電,3.29,330000
2026-06-10,3491,昇達科,3.19,967000
2026-06-10,4958,臻鼎-KY,3.19,3147000
2026-06-10,6669,緯穎,3.02,296000
2026-06-10,6147,頎邦,2.7,5916000
2026-06-10,2059,川湖,2.35,183000
2026-06-10,6285,啟碁,2.19,4029000
2026-06-10,2303,聯電,2.15,9007000
2026-06-10,3017,奇鋐,1.94,407000
2026-06-10,3264,欣銓,1.92,4508000
2026-06-10,6257,矽格,1.92,4687000
2026-06-10,6488,環球晶,1.79,1146000
2026-06-10,3583,辛耘,1.78,1121000
2026-06-10,2472,立隆電,1.77,2620000
2026-06-10,3008,大立光,1.67,201000
2026-06-10,2467,志聖,1.59,1461000
2026-06-10,2377,微星,1.51,5688000
2026-06-10,1785,光洋科,1.48,5527000
2026-06-10,2327,國巨*,1.41,853000
2026-06-10,6274,台燿,1.33,440000
2026-06-10,7769,鴻勁,1.28,93000
2026-06-10,8016,矽創,1.28,2211000
2026-06-10,3702,大聯大,1.19,5420000
2026-06-10,3036,文曄,1.12,2311000
2026-06-10,2368,金像電,1.12,392000
2026-06-10,3711,日月光投控,1.1,1008000
2026-06-10,2316,楠梓電,1.07,3374000
2026-06-10,6531,愛普*,1.0,554000
2026-06-10,8996,高力,0.93,376000
2026-06-10,6278,台表科,0.83,2201000
2026-06-10,2376,技嘉,0.74,1064000
2026-06-10,6805,富世達,0.43,121000
2026-06-10,2351,順德,0.32,900000
2026-06-10,2451,創見,0.31,519000
2026-06-10,5274,信驊,0.31,9000
2026-06-10,2885,元大金,0.27,2114420
2026-06-10,3376,新日興,0.15,359000
2026-06-10,6177,達麗,0.02,194350
2026-06-10,3443,創意,0.01,1000
2026-06-10,2886,兆豐金,0.0,1000
2026-06-10,4441,振大環球,0.0,4000
2026-06-10,3706,神達,0.0,1400
2026-06-10,3665,貿聯-KY,0.0,136
2026-06-10,2881,富邦金,0.0,250
2026-06-10,1519,華城,0.0,600
2026-06-10,8046,南電,0.0,1000
2026-06-10,8358,金居,0.0,1000
2026-06-11,2330,台積電,8.9,1967000
2026-06-11,5536,聖暉*,8.11,3754000
2026-06-11,2454,聯發科,7.12,867000
2026-06-11,6139,亞翔,4.33,2940000
2026-06-11,3105,穩懋,4.01,4143000
2026-06-11,6223,旺矽,3.76,307000
2026-06-11,2345,智邦,3.68,804000
2026-06-11,2360,致茂,3.62,823000
2026-06-11,2383,台光電,3.38,330000
2026-06-11,4958,臻鼎-KY,3.35,3147000
2026-06-11,3491,昇達科,3.27,967000
2026-06-11,6669,緯穎,2.92,296000
2026-06-11,2059,川湖,2.35,183000
2026-06-11,2303,聯電,2.26,9007000
2026-06-11,6285,啟碁,2.21,4029000
2026-06-11,3264,欣銓,1.95,4508000
2026-06-11,6257,矽格,1.94,4687000
2026-06-11,3017,奇鋐,1.91,407000
2026-06-11,2472,立隆電,1.84,2620000
2026-06-11,6488,環球晶,1.81,1146000
2026-06-11,3583,辛耘,1.78,1121000
2026-06-11,3008,大立光,1.68,201000
2026-06-11,1785,光洋科,1.62,5527000
2026-06-11,2467,志聖,1.59,1461000
2026-06-11,2377,微星,1.53,5688000
2026-06-11,2327,國巨*,1.44,853000
2026-06-11,6147,頎邦,1.34,3000000
2026-06-11,7769,鴻勁,1.32,93000
2026-06-11,6274,台燿,1.3,440000
2026-06-11,8016,矽創,1.27,2211000
2026-06-11,3702,大聯大,1.18,5420000
2026-06-11,3711,日月光投控,1.1,1008000
2026-06-11,3036,文曄,1.08,2311000
2026-06-11,2368,金像電,1.06,392000
2026-06-11,2316,楠梓電,1.04,3374000
2026-06-11,6531,愛普*,0.99,554000
2026-06-11,8996,高力,0.86,376000
2026-06-11,6278,台表科,0.85,2201000
2026-06-11,2376,技嘉,0.73,1064000
2026-06-11,6805,富世達,0.43,121000
2026-06-11,2351,順德,0.33,900000
2026-06-11,5274,信驊,0.32,9000
2026-06-11,2451,創見,0.3,519000
2026-06-11,2885,元大金,0.26,2114420
2026-06-11,3376,新日興,0.15,359000
2026-06-11,6177,達麗,0.02,194350
2026-06-11,3443,創意,0.01,1000
2026-06-11,2886,兆豐金,0.0,1000
2026-06-11,4441,振大環球,0.0,4000
2026-06-11,3706,神達,0.0,1400
2026-06-11,3665,貿聯-KY,0.0,136
2026-06-11,2881,富邦金,0.0,250
2026-06-11,1519,華城,0.0,600
2026-06-11,8046,南電,0.0,1000
2026-06-11,8358,金居,0.0,1000
2026-06-12,2330,台積電,8.83,1967000
2026-06-12,5536,聖暉*,8.6,3754000
2026-06-12,2454,聯發科,7.04,867000
2026-06-12,6139,亞翔,4.6,2940000
2026-06-12,3105,穩懋,4.06,4143000
2026-06-12,6223,旺矽,3.87,307000
2026-06-12,2360,致茂,3.67,823000
2026-06-12,2345,智邦,3.65,804000
2026-06-12,4958,臻鼎-KY,3.37,3147000
2026-06-12,3491,昇達科,3.17,967000
2026-06-12,2383,台光電,3.1,330000
2026-06-12,6669,緯穎,2.79,296000
2026-06-12,2059,川湖,2.46,183000
2026-06-12,2303,聯電,2.34,9007000
2026-06-12,6285,啟碁,2.11,4029000
2026-06-12,3264,欣銓,2.05,4628000
2026-06-12,6257,矽格,2.02,4687000
2026-06-12,6488,環球晶,1.92,1146000
2026-06-12,3017,奇鋐,1.9,407000
2026-06-12,2472,立隆電,1.89,2620000
2026-06-12,3583,辛耘,1.75,1121000
2026-06-12,2467,志聖,1.57,1461000
2026-06-12,3008,大立光,1.57,201000
2026-06-12,1785,光洋科,1.52,5527000
2026-06-12,2377,微星,1.51,5688000
2026-06-12,2327,國巨*,1.42,853000
2026-06-12,6147,頎邦,1.31,3000000
2026-06-12,7769,鴻勁,1.3,93000
2026-06-12,8016,矽創,1.24,2211000
2026-06-12,6274,台燿,1.22,440000
2026-06-12,3711,日月光投控,1.16,1008000
2026-06-12,3702,大聯大,1.11,5420000
2026-06-12,3036,文曄,1.03,2311000
2026-06-12,2316,楠梓電,1.02,3374000
2026-06-12,2368,金像電,1.01,392000
2026-06-12,6531,愛普*,1.0,554000
2026-06-12,6278,台表科,0.9,2201000
2026-06-12,8996,高力,0.84,376000
2026-06-12,2376,技嘉,0.71,1064000
2026-06-12,6805,富世達,0.43,121000
2026-06-12,2351,順德,0.32,900000
2026-06-12,5274,信驊,0.32,9000
2026-06-12,2451,創見,0.31,519000
2026-06-12,2885,元大金,0.26,2114420
2026-06-12,3376,新日興,0.14,359000
2026-06-12,6177,達麗,0.02,194350
2026-06-12,3443,創意,0.01,1000
2026-06-12,2886,兆豐金,0.0,1000
2026-06-12,4441,振大環球,0.0,4000
2026-06-12,3706,神達,0.0,1400
2026-06-12,3665,貿聯-KY,0.0,136
2026-06-12,2881,富邦金,0.0,250
2026-06-12,1519,華城,0.0,600
2026-06-12,8046,南電,0.0,1000
2026-06-12,8358,金居,0.0,1000
2026-06-15,5536,聖暉*,8.87,3754000
2026-06-15,2330,台積電,8.79,1967000
2026-06-15,2454,聯發科,7.3,867000
2026-06-15,6139,亞翔,4.9,2940000
2026-06-15,3105,穩懋,3.99,4143000
2026-06-15,6223,旺矽,3.72,307000
2026-06-15,2345,智邦,3.68,804000
2026-06-15,2360,致茂,3.51,823000
2026-06-15,4958,臻鼎-KY,3.5,3147000
2026-06-15,2383,台光電,3.12,330000
2026-06-15,3491,昇達科,2.83,967000
2026-06-15,6669,緯穎,2.73,296000
2026-06-15,2059,川湖,2.4,183000
2026-06-15,2303,聯電,2.4,9007000
2026-06-15,6285,啟碁,2.08,4029000
2026-06-15,6488,環球晶,2.05,1146000
2026-06-15,3264,欣銓,1.99,4628000
2026-06-15,6257,矽格,1.96,4687000
2026-06-15,2472,立隆電,1.9,2620000
2026-06-15,3017,奇鋐,1.85,407000
2026-06-15,3583,辛耘,1.72,1121000
2026-06-15,3008,大立光,1.67,201000
2026-06-15,2467,志聖,1.58,1461000
2026-06-15,2327,國巨*,1.51,853000
2026-06-15,1785,光洋科,1.51,5527000
2026-06-15,2377,微星,1.5,5688000
2026-06-15,6274,台燿,1.3,440000
2026-06-15,7769,鴻勁,1.26,93000
2026-06-15,8016,矽創,1.14,2211000
2026-06-15,3711,日月光投控,1.12,1008000
2026-06-15,3702,大聯大,1.1,5420000
2026-06-15,2316,楠梓電,1.09,3374000
2026-06-15,6147,頎邦,1.02,2300000
2026-06-15,3036,文曄,0.98,2311000
2026-06-15,2368,金像電,0.97,392000
2026-06-15,6531,愛普*,0.97,554000
2026-06-15,6278,台表科,0.89,2201000
2026-06-15,8996,高力,0.89,376000
2026-06-15,2376,技嘉,0.7,1064000
2026-06-15,6239,力成,0.43,700000
2026-06-15,6805,富世達,0.4,121000
2026-06-15,2351,順德,0.31,900000
2026-06-15,2451,創見,0.3,519000
2026-06-15,5274,信驊,0.3,9000
2026-06-15,2885,元大金,0.26,2114420
2026-06-15,3376,新日興,0.14,359000
2026-06-15,6177,達麗,0.02,194350
2026-06-15,3443,創意,0.01,1000
2026-06-15,2886,兆豐金,0.0,1000
2026-06-15,4441,振大環球,0.0,4000
2026-06-15,3706,神達,0.0,1400
2026-06-15,3665,貿聯-KY,0.0,136
2026-06-15,2881,富邦金,0.0,250
2026-06-15,1519,華城,0.0,600
2026-06-15,6187,萬潤,0.0,1000
2026-06-15,8046,南電,0.0,1000
2026-06-15,8358,金居,0.0,1000
2026-06-16,2330,台積電,8.93,1967000
2026-06-16,5536,聖暉*,8.35,3754000
2026-06-16,2454,聯發科,7.48,867000
2026-06-16,6139,亞翔,4.52,2941000
2026-06-16,3105,穩懋,3.86,4143000
2026-06-16,2345,智邦,3.83,804000
2026-06-16,6223,旺矽,3.74,307000
2026-06-16,4958,臻鼎-KY,3.72,3147000
2026-06-16,2360,致茂,3.62,823000
2026-06-16,2383,台光電,3.2,330000
2026-06-16,3491,昇達科,2.87,967000
2026-06-16,6669,緯穎,2.73,296000
2026-06-16,2303,聯電,2.4,9007000
2026-06-16,2059,川湖,2.3,183000
2026-06-16,6488,環球晶,2.27,1146000
2026-06-16,6285,啟碁,2.02,4029000
2026-06-16,3264,欣銓,1.93,4628000
2026-06-16,6257,矽格,1.9,4687000
2026-06-16,3008,大立光,1.85,201000
2026-06-16,3017,奇鋐,1.82,407000
2026-06-16,3583,辛耘,1.73,1121000
2026-06-16,2472,立隆電,1.72,2620000
2026-06-16,2467,志聖,1.56,1461000
2026-06-16,2327,國巨*,1.53,853000
2026-06-16,1785,光洋科,1.49,5527000
2026-06-16,2377,微星,1.47,5688000
2026-06-16,6274,台燿,1.34,440000
2026-06-16,7769,鴻勁,1.3,93000
2026-06-16,8016,矽創,1.17,2211000
2026-06-16,3711,日月光投控,1.13,1008000
2026-06-16,3702,大聯大,1.12,5420000
2026-06-16,2316,楠梓電,1.09,3374000
2026-06-16,2368,金像電,1.0,392000
2026-06-16,6147,頎邦,0.99,2300000
2026-06-16,8996,高力,0.98,376000
2026-06-16,6531,愛普*,0.97,554000
2026-06-16,3036,文曄,0.96,2311000
2026-06-16,6278,台表科,0.87,2201000
2026-06-16,2376,技嘉,0.7,1064000
2026-06-16,6239,力成,0.46,700000
2026-06-16,6805,富世達,0.39,121000
2026-06-16,2451,創見,0.31,519000
2026-06-16,5274,信驊,0.31,9000
2026-06-16,2351,順德,0.3,900000
2026-06-16,2885,元大金,0.26,2114420
2026-06-16,6187,萬潤,0.2,91000
2026-06-16,3376,新日興,0.14,359000
2026-06-16,6177,達麗,0.02,194350
2026-06-16,3443,創意,0.01,1000
2026-06-16,2886,兆豐金,0.0,1000
2026-06-16,4441,振大環球,0.0,4000
2026-06-16,3706,神達,0.0,1400
2026-06-16,3665,貿聯-KY,0.0,136
2026-06-16,1519,華城,0.0,600
2026-06-16,2881,富邦金,0.0,250
2026-06-16,8046,南電,0.0,1000
2026-06-16,8358,金居,0.0,1000
2026-06-18,5536,聖暉*,8.73,3754000
2026-06-18,2330,台積電,8.71,1967000
2026-06-18,2454,聯發科,7.0,867000
2026-06-18,6139,亞翔,4.45,2941000
2026-06-18,3105,穩懋,4.02,4143000
2026-06-18,4958,臻鼎-KY,3.71,3147000
2026-06-18,6223,旺矽,3.62,307000
2026-06-18,2345,智邦,3.6,804000
2026-06-18,2360,致茂,3.49,823000
2026-06-18,2383,台光電,3.4,330000
2026-06-18,6669,緯穎,2.79,296000
2026-06-18,3491,昇達科,2.77,967000
2026-06-18,2303,聯電,2.41,9007000
2026-06-18,6488,環球晶,2.34,1146000
2026-06-18,2059,川湖,2.31,183000
2026-06-18,6257,矽格,2.02,4687000
2026-06-18,3264,欣銓,1.98,4628000
2026-06-18,3008,大立光,1.92,201000
2026-06-18,3583,辛耘,1.83,1121000
2026-06-18,3017,奇鋐,1.8,407000
2026-06-18,2472,立隆電,1.75,2370000
2026-06-18,2327,國巨*,1.69,853000
2026-06-18,2467,志聖,1.61,1461000
2026-06-18,1785,光洋科,1.51,5527000
2026-06-18,6274,台燿,1.49,442000
2026-06-18,2377,微星,1.45,5688000
2026-06-18,2316,楠梓電,1.27,3374000
2026-06-18,8016,矽創,1.22,2211000
2026-06-18,7769,鴻勁,1.19,93000
2026-06-18,3711,日月光投控,1.14,1008000
2026-06-18,3702,大聯大,1.12,5420000
2026-06-18,8996,高力,1.1,376000
2026-06-18,6147,頎邦,1.07,2300000
2026-06-18,6531,愛普*,1.04,554000
2026-06-18,6285,啟碁,1.01,2014000
2026-06-18,2368,金像電,0.98,392000
2026-06-18,3036,文曄,0.95,2311000
2026-06-18,6278,台表科,0.83,2201000
2026-06-18,2376,技嘉,0.67,1064000
2026-06-18,6239,力成,0.47,700000
2026-06-18,6805,富世達,0.39,121000
2026-06-18,2351,順德,0.32,900000
2026-06-18,5274,信驊,0.31,9000
2026-06-18,2451,創見,0.3,519000
2026-06-18,2885,元大金,0.26,2114420
2026-06-18,6187,萬潤,0.21,91000
2026-06-18,3376,新日興,0.14,359000
2026-06-18,6177,達麗,0.02,194350
2026-06-18,3443,創意,0.01,1000
2026-06-18,2886,兆豐金,0.0,1000
2026-06-18,4441,振大環球,0.0,4000
2026-06-18,3706,神達,0.0,1400
2026-06-18,2881,富邦金,0.0,250
2026-06-18,1519,華城,0.0,600
2026-06-18,8046,南電,0.0,1000
2026-06-18,8358,金居,0.0,1000
2026-06-22,2330,台積電,8.92,1967000
2026-06-22,5536,聖暉*,8.68,3754000
2026-06-22,2454,聯發科,6.99,867000
2026-06-22,6139,亞翔,4.3,2941000
2026-06-22,3105,穩懋,4.05,4143000
2026-06-22,2345,智邦,3.77,804000
2026-06-22,6223,旺矽,3.56,307000
2026-06-22,4958,臻鼎-KY,3.53,3147000
2026-06-22,2383,台光電,3.47,330000
2026-06-22,2360,致茂,3.43,823000
2026-06-22,2303,聯電,2.6,9007000
2026-06-22,6669,緯穎,2.6,296000
2026-06-22,3491,昇達科,2.57,967000
2026-06-22,2059,川湖,2.49,183000
2026-06-22,6488,環球晶,2.31,1146000
2026-06-22,6257,矽格,2.05,4687000
2026-06-22,3264,欣銓,2.02,4628000
2026-06-22,3008,大立光,1.88,201000
2026-06-22,3583,辛耘,1.8,1121000
2026-06-22,3017,奇鋐,1.78,407000
2026-06-22,2472,立隆電,1.68,2370000
2026-06-22,2467,志聖,1.66,1461000
2026-06-22,2327,國巨*,1.64,853000
2026-06-22,6274,台燿,1.52,442000
2026-06-22,1785,光洋科,1.5,5527000
2026-06-22,2377,微星,1.41,5688000
2026-06-22,2316,楠梓電,1.38,3374000
2026-06-22,8016,矽創,1.26,2211000
2026-06-22,3711,日月光投控,1.23,1008000
2026-06-22,7769,鴻勁,1.16,93000
2026-06-22,6147,頎邦,1.15,2300000
2026-06-22,6531,愛普*,1.12,554000
2026-06-22,3702,大聯大,1.1,5420000
2026-06-22,8996,高力,1.06,376000
2026-06-22,2368,金像電,0.99,392000
2026-06-22,6285,啟碁,0.97,2014000
2026-06-22,3036,文曄,0.94,2311000
2026-06-22,6278,台表科,0.82,2201000
2026-06-22,2376,技嘉,0.65,1064000
2026-06-22,6239,力成,0.46,700000
2026-06-22,6805,富世達,0.4,121000
2026-06-22,2351,順德,0.35,900000
2026-06-22,5274,信驊,0.31,9000
2026-06-22,2451,創見,0.29,519000
2026-06-22,2885,元大金,0.26,2114420
2026-06-22,6187,萬潤,0.21,91000
2026-06-22,3376,新日興,0.14,359000
2026-06-22,6177,達麗,0.02,194350
2026-06-22,3443,創意,0.01,1000
2026-06-22,2886,兆豐金,0.0,1000
2026-06-22,4441,振大環球,0.0,4000
2026-06-22,3706,神達,0.0,1400
2026-06-22,2881,富邦金,0.0,250
2026-06-22,1519,華城,0.0,600
2026-06-22,8046,南電,0.0,1000
2026-06-22,8358,金居,0.0,1000
2026-06-23,2330,台積電,9.13,1967000
2026-06-23,5536,聖暉*,8.77,3736000
2026-06-23,2454,聯發科,7.29,862000
2026-06-23,6139,亞翔,4.34,2941000
2026-06-23,3105,穩懋,4.03,4143000
2026-06-23,6223,旺矽,3.82,307000
2026-06-23,2345,智邦,3.63,799000
2026-06-23,2383,台光電,3.49,328000
2026-06-23,2360,致茂,3.47,823000
2026-06-23,4958,臻鼎-KY,3.44,3147000
2026-06-23,2303,聯電,2.84,8964000
2026-06-23,6669,緯穎,2.56,294000
2026-06-23,2059,川湖,2.55,183000
2026-06-23,3491,昇達科,2.44,967000
2026-06-23,6488,環球晶,2.15,1140000
2026-06-23,6257,矽格,2.06,4657000
2026-06-23,3264,欣銓,2.01,4628000
2026-06-23,3008,大立光,1.86,200000
2026-06-23,3017,奇鋐,1.84,407000
2026-06-23,3583,辛耘,1.83,1113000
2026-06-23,2327,國巨*,1.61,849000
2026-06-23,2472,立隆電,1.59,2356000
2026-06-23,2467,志聖,1.57,1450000
2026-06-23,1785,光洋科,1.53,5491000
2026-06-23,6274,台燿,1.42,439000
2026-06-23,2377,微星,1.41,5663000
2026-06-23,2316,楠梓電,1.37,3375000
2026-06-23,6531,愛普*,1.34,684000
2026-06-23,8016,矽創,1.31,2198000
2026-06-23,3711,日月光投控,1.24,1002000
2026-06-23,7769,鴻勁,1.17,92000
2026-06-23,6147,頎邦,1.11,2300000
2026-06-23,3702,大聯大,1.08,5380000
2026-06-23,8996,高力,1.02,376000
2026-06-23,6285,啟碁,0.95,2014000
2026-06-23,3036,文曄,0.94,2290000
2026-06-23,2368,金像電,0.92,389000
2026-06-23,6278,台表科,0.83,2184000
2026-06-23,2376,技嘉,0.65,1060000
2026-06-23,6239,力成,0.45,700000
2026-06-23,6805,富世達,0.4,121000
2026-06-23,2351,順德,0.33,900000
2026-06-23,5274,信驊,0.31,9000
2026-06-23,2451,創見,0.29,519000
2026-06-23,2885,元大金,0.27,2114420
2026-06-23,6187,萬潤,0.2,91000
2026-06-23,3376,新日興,0.14,359000
2026-06-23,6177,達麗,0.02,194350
2026-06-23,3443,創意,0.01,1000
2026-06-23,2886,兆豐金,0.0,1000
2026-06-23,4441,振大環球,0.0,4000
2026-06-23,3706,神達,0.0,1400
2026-06-23,2881,富邦金,0.0,250
2026-06-23,1519,華城,0.0,600
2026-06-23,8046,南電,0.0,1000
2026-06-23,8358,金居,0.0,1000
2026-06-24,5536,聖暉*,9.11,3736000
2026-06-24,2330,台積電,8.81,1967000
2026-06-24,2454,聯發科,6.93,862000
2026-06-24,6139,亞翔,4.51,2941000
2026-06-24,6223,旺矽,4.13,307000
2026-06-24,3105,穩懋,3.71,4143000
2026-06-24,2345,智邦,3.56,799000
2026-06-24,4958,臻鼎-KY,3.46,3147000
2026-06-24,2383,台光電,3.42,328000
2026-06-24,2360,致茂,3.33,823000
2026-06-24,2303,聯電,2.99,8964000
2026-06-24,3491,昇達科,2.59,967000
2026-06-24,2059,川湖,2.58,183000
2026-06-24,6669,緯穎,2.54,294000
2026-06-24,6257,矽格,2.12,4657000
2026-06-24,6488,環球晶,2.06,1140000
2026-06-24,3264,欣銓,2.03,4628000
2026-06-24,3017,奇鋐,1.93,407000
2026-06-24,3008,大立光,1.84,200000
2026-06-24,3583,辛耘,1.79,1113000
2026-06-24,2327,國巨*,1.67,849000
2026-06-24,2467,志聖,1.6,1450000
2026-06-24,2472,立隆電,1.59,2356000
